 scattering matrix elements (normalized w/ S11)
   theta      11           12           13           14           22           23           24           33           34           44     
   12.00  0.66249E+01 -0.81302E-02 -0.23456E-11 -0.13089E-10  0.94475E+00 -0.28835E-11 -0.19757E-11  0.94472E+00  0.17864E-03  0.89076E+00
   13.00  0.65291E+01 -0.95276E-02 -0.27368E-11 -0.13222E-10  0.94422E+00 -0.25143E-11 -0.23448E-11  0.94417E+00  0.19485E-03  0.88991E+00
   14.00  0.64272E+01 -0.11032E-01 -0.31539E-11 -0.13351E-10  0.94364E+00 -0.21151E-11 -0.27522E-11  0.94358E+00  0.20728E-03  0.88899E+00
   15.00  0.63197E+01 -0.12642E-01 -0.35955E-11 -0.13474E-10  0.94302E+00 -0.16859E-11 -0.32000E-11  0.94293E+00  0.21466E-03  0.88799E+00
   16.00  0.62068E+01 -0.14357E-01 -0.40602E-11 -0.13587E-10  0.94234E+00 -0.12267E-11 -0.36903E-11  0.94223E+00  0.21560E-03  0.88691E+00
   17.00  0.60889E+01 -0.16175E-01 -0.45463E-11 -0.13686E-10  0.94161E+00 -0.73751E-12 -0.42255E-11  0.94147E+00  0.20861E-03  0.88575E+00
   18.00  0.59664E+01 -0.18095E-01 -0.50522E-11 -0.13766E-10  0.94084E+00 -0.21852E-12 -0.48082E-11  0.94066E+00  0.19203E-03  0.88451E+00
   19.00  0.58397E+01 -0.20115E-01 -0.55759E-11 -0.13824E-10  0.94001E+00  0.33016E-12 -0.54411E-11  0.93979E+00  0.16406E-03  0.88318E+00
   20.00  0.57091E+01 -0.22234E-01 -0.61155E-11 -0.13854E-10  0.93912E+00  0.90830E-12 -0.61270E-11  0.93886E+00  0.12277E-03  0.88176E+00
   21.00  0.55752E+01 -0.24449E-01 -0.66688E-11 -0.13850E-10  0.93818E+00  0.15156E-11 -0.68690E-11  0.93787E+00  0.66043E-04  0.88025E+00
   22.00  0.54382E+01 -0.26760E-01 -0.72335E-11 -0.13809E-10  0.93718E+00  0.21517E-11 -0.76703E-11  0.93681E+00 -0.83806E-05  0.87864E+00
   23.00  0.52987E+01 -0.29163E-01 -0.78070E-11 -0.13723E-10  0.93613E+00  0.28160E-11 -0.85342E-11  0.93568E+00 -0.10295E-03  0.87694E+00
   24.00  0.51569E+01 -0.31657E-01 -0.83868E-11 -0.13586E-10  0.93501E+00  0.35081E-11 -0.94642E-11  0.93448E+00 -0.22030E-03  0.87514E+00
   25.00  0.50133E+01 -0.34240E-01 -0.89699E-11 -0.13392E-10  0.93383E+00  0.42270E-11 -0.10464E-10  0.93322E+00 -0.36326E-03  0.87324E+00
   26.00  0.48683E+01 -0.36909E-01 -0.95533E-11 -0.13135E-10  0.93259E+00  0.49720E-11 -0.11537E-10  0.93187E+00 -0.53483E-03  0.87124E+00
   27.00  0.47223E+01 -0.39661E-01 -0.10134E-10 -0.12805E-10  0.93127E+00  0.57420E-11 -0.12688E-10  0.93046E+00 -0.73826E-03  0.86912E+00
   28.00  0.45756E+01 -0.42495E-01 -0.10708E-10 -0.12397E-10  0.92989E+00  0.65358E-11 -0.13920E-10  0.92896E+00 -0.97699E-03  0.86690E+00
   29.00  0.44287E+01 -0.45407E-01 -0.11272E-10 -0.11901E-10  0.92844E+00  0.73519E-11 -0.15238E-10  0.92738E+00 -0.12547E-02  0.86456E+00
   30.00  0.42818E+01 -0.48395E-01 -0.11823E-10 -0.11310E-10  0.92692E+00  0.81887E-11 -0.16646E-10  0.92572E+00 -0.15752E-02  0.86210E+00
   31.00  0.41354E+01 -0.51456E-01 -0.12355E-10 -0.10614E-10  0.92532E+00  0.90443E-11 -0.18148E-10  0.92397E+00 -0.19427E-02  0.85953E+00
   32.00  0.39898E+01 -0.54587E-01 -0.12866E-10 -0.98060E-11  0.92364E+00  0.99167E-11 -0.19748E-10  0.92213E+00 -0.23615E-02  0.85683E+00
   33.00  0.38452E+01 -0.57785E-01 -0.13350E-10 -0.88753E-11  0.92189E+00  0.10803E-10 -0.21451E-10  0.92020E+00 -0.28362E-02  0.85401E+00
   34.00  0.37020E+01 -0.61047E-01 -0.13804E-10 -0.78128E-11  0.92005E+00  0.11702E-10 -0.23261E-10  0.91817E+00 -0.33716E-02  0.85106E+00
   35.00  0.35605E+01 -0.64370E-01 -0.14221E-10 -0.66090E-11  0.91812E+00  0.12608E-10 -0.25183E-10  0.91605E+00 -0.39728E-02  0.84798E+00
   36.00  0.34210E+01 -0.67751E-01 -0.14597E-10 -0.52541E-11  0.91611E+00  0.13520E-10 -0.27219E-10  0.91383E+00 -0.46448E-02  0.84477E+00
   37.00  0.32836E+01 -0.71188E-01 -0.14928E-10 -0.37381E-11  0.91400E+00  0.14434E-10 -0.29375E-10  0.91151E+00 -0.53933E-02  0.84142E+00
   38.00  0.31486E+01 -0.74676E-01 -0.15207E-10 -0.20514E-11  0.91181E+00  0.15345E-10 -0.31654E-10  0.90909E+00 -0.62238E-02  0.83794E+00
   39.00  0.30163E+01 -0.78214E-01 -0.15429E-10 -0.18417E-12  0.90952E+00  0.16248E-10 -0.34059E-10  0.90657E+00 -0.71421E-02  0.83432E+00
   40.00  0.28868E+01 -0.81798E-01 -0.15589E-10  0.18731E-11  0.90713E+00  0.17140E-10 -0.36594E-10  0.90394E+00 -0.81539E-02  0.83056E+00
   41.00  0.27603E+01 -0.85427E-01 -0.15681E-10  0.41295E-11  0.90464E+00  0.18014E-10 -0.39260E-10  0.90120E+00 -0.92654E-02  0.82666E+00
   42.00  0.26370E+01 -0.89098E-01 -0.15699E-10  0.65938E-11  0.90205E+00  0.18865E-10 -0.42060E-10  0.89836E+00 -0.10482E-01  0.82263E+00
   43.00  0.25170E+01 -0.92809E-01 -0.15638E-10  0.92740E-11  0.89935E+00  0.19687E-10 -0.44995E-10  0.89540E+00 -0.11811E-01  0.81846E+00
   44.00  0.24003E+01 -0.96558E-01 -0.15493E-10  0.12177E-10  0.89655E+00  0.20473E-10 -0.48066E-10  0.89235E+00 -0.13257E-01  0.81415E+00
   45.00  0.22872E+01 -0.10034E+00 -0.15256E-10  0.15310E-10  0.89364E+00  0.21215E-10 -0.51271E-10  0.88918E+00 -0.14825E-01  0.80971E+00
   46.00  0.21777E+01 -0.10417E+00 -0.14925E-10  0.18677E-10  0.89063E+00  0.21907E-10 -0.54610E-10  0.88590E+00 -0.16522E-01  0.80513E+00
   47.00  0.20718E+01 -0.10803E+00 -0.14493E-10  0.22282E-10  0.88750E+00  0.22540E-10 -0.58079E-10  0.88253E+00 -0.18352E-01  0.80043E+00
   48.00  0.19697E+01 -0.11193E+00 -0.13956E-10  0.26125E-10  0.88427E+00  0.23107E-10 -0.61674E-10  0.87904E+00 -0.20319E-01  0.79560E+00
   49.00  0.18713E+01 -0.11587E+00 -0.13310E-10  0.30208E-10  0.88092E+00  0.23598E-10 -0.65389E-10  0.87546E+00 -0.22426E-01  0.79066E+00
   50.00  0.17766E+01 -0.11985E+00 -0.12552E-10  0.34526E-10  0.87747E+00  0.24006E-10 -0.69217E-10  0.87178E+00 -0.24678E-01  0.78560E+00
   51.00  0.16857E+01 -0.12387E+00 -0.11678E-10  0.39074E-10  0.87391E+00  0.24320E-10 -0.73148E-10  0.86800E+00 -0.27074E-01  0.78045E+00
   52.00  0.15986E+01 -0.12795E+00 -0.10688E-10  0.43843E-10  0.87025E+00  0.24533E-10 -0.77170E-10  0.86413E+00 -0.29615E-01  0.77520E+00
   53.00  0.15152E+01 -0.13208E+00 -0.95809E-11  0.48820E-10  0.86648E+00  0.24634E-10 -0.81268E-10  0.86018E+00 -0.32299E-01  0.76986E+00
   54.00  0.14355E+01 -0.13628E+00 -0.83564E-11  0.53989E-10  0.86261E+00  0.24617E-10 -0.85427E-10  0.85615E+00 -0.35124E-01  0.76446E+00
   55.00  0.13594E+01 -0.14054E+00 -0.70168E-11  0.59328E-10  0.85865E+00  0.24472E-10 -0.89627E-10  0.85204E+00 -0.38084E-01  0.75900E+00
   56.00  0.12869E+01 -0.14489E+00 -0.55657E-11  0.64813E-10  0.85461E+00  0.24192E-10 -0.93845E-10  0.84787E+00 -0.41171E-01  0.75349E+00
   57.00  0.12180E+01 -0.14933E+00 -0.40081E-11  0.70412E-10  0.85048E+00  0.23770E-10 -0.98056E-10  0.84364E+00 -0.44374E-01  0.74796E+00
   58.00  0.11525E+01 -0.15388E+00 -0.23513E-11  0.76089E-10  0.84628E+00  0.23200E-10 -0.10223E-09  0.83936E+00 -0.47679E-01  0.74242E+00
   59.00  0.10903E+01 -0.15855E+00 -0.60441E-12  0.81802E-10  0.84203E+00  0.22478E-10 -0.10634E-09  0.83504E+00 -0.51070E-01  0.73689E+00
   60.00  0.10315E+01 -0.16335E+00  0.12210E-11  0.87502E-10  0.83772E+00  0.21602E-10 -0.11034E-09  0.83069E+00 -0.54525E-01  0.73139E+00
   61.00  0.97577E+00 -0.16831E+00  0.31112E-11  0.93136E-10  0.83338E+00  0.20569E-10 -0.11421E-09  0.82632E+00 -0.58020E-01  0.72594E+00
   62.00  0.92318E+00 -0.17345E+00  0.50499E-11  0.98644E-10  0.82901E+00  0.19382E-10 -0.11790E-09  0.82193E+00 -0.61526E-01  0.72056E+00
   63.00  0.87357E+00 -0.17877E+00  0.70183E-11  0.10396E-09  0.82464E+00  0.18044E-10 -0.12136E-09  0.81754E+00 -0.65009E-01  0.71527E+00
   64.00  0.82684E+00 -0.18431E+00  0.89950E-11  0.10901E-09  0.82028E+00  0.16561E-10 -0.12455E-09  0.81315E+00 -0.68431E-01  0.71009E+00
   65.00  0.78288E+00 -0.19008E+00  0.10956E-10  0.11372E-09  0.81595E+00  0.14944E-10 -0.12743E-09  0.80878E+00 -0.71749E-01  0.70505E+00
   66.00  0.74157E+00 -0.19610E+00  0.12876E-10  0.11802E-09  0.81166E+00  0.13206E-10 -0.12995E-09  0.80443E+00 -0.74918E-01  0.70016E+00
   67.00  0.70282E+00 -0.20239E+00  0.14727E-10  0.12181E-09  0.80745E+00  0.11362E-10 -0.13206E-09  0.80011E+00 -0.77886E-01  0.69544E+00
   68.00  0.66650E+00 -0.20898E+00  0.16478E-10  0.12501E-09  0.80333E+00  0.94321E-11 -0.13370E-09  0.79582E+00 -0.80597E-01  0.69092E+00
   69.00  0.63250E+00 -0.21587E+00  0.18098E-10  0.12753E-09  0.79933E+00  0.74409E-11 -0.13485E-09  0.79157E+00 -0.82994E-01  0.68659E+00
   70.00  0.60072E+00 -0.22309E+00  0.19555E-10  0.12930E-09  0.79546E+00  0.54149E-11 -0.13545E-09  0.78735E+00 -0.85016E-01  0.68249E+00
   71.00  0.57104E+00 -0.23064E+00  0.20816E-10  0.13022E-09  0.79174E+00  0.33844E-11 -0.13547E-09  0.78318E+00 -0.86600E-01  0.67860E+00
   72.00  0.54335E+00 -0.23852E+00  0.21850E-10  0.13023E-09  0.78821E+00  0.13830E-11 -0.13488E-09  0.77904E+00 -0.87682E-01  0.67495E+00
   73.00  0.51754E+00 -0.24675E+00  0.22625E-10  0.12925E-09  0.78487E+00 -0.55360E-12 -0.13365E-09  0.77492E+00 -0.88200E-01  0.67152E+00
   74.00  0.49352E+00 -0.25531E+00  0.23112E-10  0.12722E-09  0.78174E+00 -0.23874E-11 -0.13175E-09  0.77083E+00 -0.88093E-01  0.66830E+00
   75.00  0.47117E+00 -0.26419E+00  0.23285E-10  0.12410E-09  0.77885E+00 -0.40791E-11 -0.12920E-09  0.76674E+00 -0.87301E-01  0.66530E+00
   76.00  0.45039E+00 -0.27339E+00  0.23120E-10  0.11985E-09  0.77620E+00 -0.55891E-11 -0.12597E-09  0.76265E+00 -0.85772E-01  0.66249E+00
   77.00  0.43110E+00 -0.28287E+00  0.22598E-10  0.11446E-09  0.77380E+00 -0.68780E-11 -0.12210E-09  0.75854E+00 -0.83457E-01  0.65985E+00
   78.00  0.41319E+00 -0.29262E+00  0.21706E-10  0.10791E-09  0.77165E+00 -0.79078E-11 -0.11759E-09  0.75438E+00 -0.80317E-01  0.65735E+00
   79.00  0.39658E+00 -0.30258E+00  0.20434E-10  0.10024E-09  0.76977E+00 -0.86427E-11 -0.11248E-09  0.75017E+00 -0.76318E-01  0.65497E+00
   80.00  0.38117E+00 -0.31271E+00  0.18781E-10  0.91456E-10  0.76815E+00 -0.90502E-11 -0.10683E-09  0.74587E+00 -0.71438E-01  0.65266E+00
   81.00  0.36688E+00 -0.32298E+00  0.16748E-10  0.81627E-10  0.76677E+00 -0.91018E-11 -0.10068E-09  0.74146E+00 -0.65664E-01  0.65039E+00
   82.00  0.35364E+00 -0.33332E+00  0.14346E-10  0.70818E-10  0.76564E+00 -0.87739E-11 -0.94100E-10  0.73692E+00 -0.58995E-01  0.64811E+00
   83.00  0.34137E+00 -0.34367E+00  0.11591E-10  0.59113E-10  0.76474E+00 -0.80484E-11 -0.87166E-10  0.73222E+00 -0.51442E-01  0.64579E+00
   84.00  0.32999E+00 -0.35397E+00  0.85029E-11  0.46614E-10  0.76404E+00 -0.69134E-11 -0.79959E-10  0.72735E+00 -0.43024E-01  0.64337E+00
   85.00  0.31943E+00 -0.36415E+00  0.51102E-11  0.33434E-10  0.76353E+00 -0.53633E-11 -0.72568E-10  0.72227E+00 -0.33774E-01  0.64081E+00
   86.00  0.30963E+00 -0.37414E+00  0.14445E-11  0.19699E-10  0.76319E+00 -0.33991E-11 -0.65086E-10  0.71698E+00 -0.23733E-01  0.63807E+00
   87.00  0.30052E+00 -0.38389E+00 -0.24583E-11  0.55410E-11  0.76298E+00 -0.10286E-11 -0.57607E-10  0.71144E+00 -0.12955E-01  0.63510E+00
   88.00  0.29205E+00 -0.39331E+00 -0.65587E-11 -0.89005E-11  0.76288E+00  0.17345E-11 -0.50228E-10  0.70565E+00 -0.14983E-02  0.63186E+00
   89.00  0.28416E+00 -0.40234E+00 -0.10815E-10 -0.23484E-10  0.76286E+00  0.48701E-11 -0.43044E-10  0.69959E+00  0.10568E-01  0.62832E+00
   90.00  0.27680E+00 -0.41093E+00 -0.15182E-10 -0.38066E-10  0.76288E+00  0.83528E-11 -0.36148E-10  0.69325E+00  0.23172E-01  0.62444E+00
   91.00  0.26992E+00 -0.41901E+00 -0.19618E-10 -0.52507E-10  0.76292E+00  0.12152E-10 -0.29630E-10  0.68662E+00  0.36233E-01  0.62019E+00
   92.00  0.26347E+00 -0.42652E+00 -0.24076E-10 -0.66672E-10  0.76295E+00  0.16234E-10 -0.23573E-10  0.67970E+00  0.49670E-01  0.61556E+00
   93.00  0.25741E+00 -0.43343E+00 -0.28513E-10 -0.80429E-10  0.76293E+00  0.20560E-10 -0.18055E-10  0.67248E+00  0.63398E-01  0.61051E+00
   94.00  0.25170E+00 -0.43967E+00 -0.32888E-10 -0.93659E-10  0.76283E+00  0.25089E-10 -0.13149E-10  0.66498E+00  0.77333E-01  0.60503E+00
   95.00  0.24631E+00 -0.44521E+00 -0.37161E-10 -0.10625E-09  0.76263E+00  0.29779E-10 -0.89179E-11  0.65719E+00  0.91390E-01  0.59911E+00
   96.00  0.24119E+00 -0.45003E+00 -0.41293E-10 -0.11810E-09  0.76229E+00  0.34586E-10 -0.54179E-11  0.64911E+00  0.10548E+00  0.59275E+00
   97.00  0.23632E+00 -0.45408E+00 -0.45252E-10 -0.12912E-09  0.76180E+00  0.39467E-10 -0.26974E-11  0.64076E+00  0.11953E+00  0.58593E+00
   98.00  0.23167E+00 -0.45735E+00 -0.49005E-10 -0.13922E-09  0.76113E+00  0.44376E-10 -0.79647E-12  0.63215E+00  0.13346E+00  0.57867E+00
   99.00  0.22721E+00 -0.45982E+00 -0.52526E-10 -0.14836E-09  0.76025E+00  0.49272E-10  0.25236E-12  0.62328E+00  0.14719E+00  0.57096E+00
  100.00  0.22292E+00 -0.46149E+00 -0.55791E-10 -0.15646E-09  0.75916E+00  0.54112E-10  0.42435E-12  0.61417E+00  0.16065E+00  0.56282E+00
  101.00  0.21877E+00 -0.46234E+00 -0.58780E-10 -0.16349E-09  0.75782E+00  0.58857E-10 -0.29808E-12  0.60484E+00  0.17376E+00  0.55424E+00
  102.00  0.21474E+00 -0.46236E+00 -0.61476E-10 -0.16942E-09  0.75623E+00  0.63468E-10 -0.19257E-11  0.59528E+00  0.18648E+00  0.54524E+00
  103.00  0.21082E+00 -0.46157E+00 -0.63867E-10 -0.17422E-09  0.75437E+00  0.67910E-10 -0.44627E-11  0.58553E+00  0.19873E+00  0.53584E+00
  104.00  0.20699E+00 -0.45997E+00 -0.65944E-10 -0.17789E-09  0.75223E+00  0.72150E-10 -0.79078E-11  0.57558E+00  0.21045E+00  0.52604E+00
  105.00  0.20323E+00 -0.45757E+00 -0.67701E-10 -0.18042E-09  0.74979E+00  0.76159E-10 -0.12254E-10  0.56544E+00  0.22161E+00  0.51586E+00
  106.00  0.19954E+00 -0.45437E+00 -0.69134E-10 -0.18182E-09  0.74706E+00  0.79909E-10 -0.17489E-10  0.55514E+00  0.23215E+00  0.50531E+00
  107.00  0.19589E+00 -0.45040E+00 -0.70244E-10 -0.18211E-09  0.74401E+00  0.83376E-10 -0.23598E-10  0.54467E+00  0.24203E+00  0.49441E+00
  108.00  0.19228E+00 -0.44567E+00 -0.71033E-10 -0.18132E-09  0.74065E+00  0.86541E-10 -0.30559E-10  0.53404E+00  0.25120E+00  0.48316E+00
  109.00  0.18871E+00 -0.44020E+00 -0.71508E-10 -0.17946E-09  0.73697E+00  0.89383E-10 -0.38348E-10  0.52326E+00  0.25963E+00  0.47159E+00
  110.00  0.18515E+00 -0.43400E+00 -0.71674E-10 -0.17658E-09  0.73297E+00  0.91890E-10 -0.46939E-10  0.51233E+00  0.26729E+00  0.45970E+00
  111.00  0.18162E+00 -0.42711E+00 -0.71542E-10 -0.17271E-09  0.72864E+00  0.94047E-10 -0.56301E-10  0.50125E+00  0.27415E+00  0.44750E+00
  112.00  0.17810E+00 -0.41954E+00 -0.71123E-10 -0.16791E-09  0.72399E+00  0.95847E-10 -0.66400E-10  0.49002E+00  0.28017E+00  0.43500E+00
  113.00  0.17460E+00 -0.41131E+00 -0.70429E-10 -0.16222E-09  0.71900E+00  0.97283E-10 -0.77200E-10  0.47863E+00  0.28534E+00  0.42221E+00
  114.00  0.17110E+00 -0.40245E+00 -0.69475E-10 -0.15570E-09  0.71369E+00  0.98351E-10 -0.88663E-10  0.46707E+00  0.28962E+00  0.40914E+00
  115.00  0.16761E+00 -0.39299E+00 -0.68276E-10 -0.14840E-09  0.70805E+00  0.99049E-10 -0.10075E-09  0.45533E+00  0.29300E+00  0.39578E+00
  116.00  0.16413E+00 -0.38295E+00 -0.66849E-10 -0.14038E-09  0.70210E+00  0.99378E-10 -0.11341E-09  0.44341E+00  0.29547E+00  0.38214E+00
  117.00  0.16065E+00 -0.37235E+00 -0.65211E-10 -0.13171E-09  0.69582E+00  0.99342E-10 -0.12661E-09  0.43128E+00  0.29700E+00  0.36823E+00
  118.00  0.15719E+00 -0.36123E+00 -0.63380E-10 -0.12245E-09  0.68924E+00  0.98947E-10 -0.14029E-09  0.41893E+00  0.29758E+00  0.35404E+00
  119.00  0.15374E+00 -0.34961E+00 -0.61375E-10 -0.11267E-09  0.68235E+00  0.98200E-10 -0.15440E-09  0.40632E+00  0.29720E+00  0.33957E+00
  120.00  0.15030E+00 -0.33752E+00 -0.59215E-10 -0.10243E-09  0.67517E+00  0.97110E-10 -0.16888E-09  0.39345E+00  0.29585E+00  0.32482E+00
  121.00  0.14688E+00 -0.32498E+00 -0.56920E-10 -0.91812E-10  0.66771E+00  0.95689E-10 -0.18369E-09  0.38027E+00  0.29353E+00  0.30978E+00
  122.00  0.14349E+00 -0.31204E+00 -0.54511E-10 -0.80883E-10  0.65998E+00  0.93951E-10 -0.19876E-09  0.36675E+00  0.29022E+00  0.29444E+00
  123.00  0.14012E+00 -0.29871E+00 -0.52006E-10 -0.69719E-10  0.65200E+00  0.91910E-10 -0.21401E-09  0.35287E+00  0.28593E+00  0.27882E+00
  124.00  0.13678E+00 -0.28503E+00 -0.49426E-10 -0.58394E-10  0.64378E+00  0.89583E-10 -0.22940E-09  0.33858E+00  0.28067E+00  0.26288E+00
  125.00  0.13348E+00 -0.27103E+00 -0.46793E-10 -0.46987E-10  0.63536E+00  0.86989E-10 -0.24483E-09  0.32385E+00  0.27443E+00  0.24664E+00
  126.00  0.13022E+00 -0.25675E+00 -0.44124E-10 -0.35575E-10  0.62676E+00  0.84148E-10 -0.26024E-09  0.30863E+00  0.26723E+00  0.23009E+00
  127.00  0.12701E+00 -0.24223E+00 -0.41441E-10 -0.24238E-10  0.61800E+00  0.81080E-10 -0.27554E-09  0.29289E+00  0.25908E+00  0.21322E+00
  128.00  0.12386E+00 -0.22751E+00 -0.38764E-10 -0.13056E-10  0.60911E+00  0.77808E-10 -0.29065E-09  0.27657E+00  0.25000E+00  0.19602E+00
  129.00  0.12076E+00 -0.21262E+00 -0.36110E-10 -0.21086E-11  0.60015E+00  0.74357E-10 -0.30547E-09  0.25964E+00  0.24003E+00  0.17851E+00
  130.00  0.11773E+00 -0.19761E+00 -0.33499E-10  0.85229E-11  0.59114E+00  0.70751E-10 -0.31990E-09  0.24206E+00  0.22919E+00  0.16067E+00
  131.00  0.11478E+00 -0.18254E+00 -0.30948E-10  0.18758E-10  0.58213E+00  0.67015E-10 -0.33385E-09  0.22377E+00  0.21753E+00  0.14252E+00
  132.00  0.11190E+00 -0.16745E+00 -0.28474E-10  0.28518E-10  0.57318E+00  0.63178E-10 -0.34721E-09  0.20475E+00  0.20509E+00  0.12406E+00
  133.00  0.10911E+00 -0.15239E+00 -0.26093E-10  0.37724E-10  0.56434E+00  0.59267E-10 -0.35988E-09  0.18496E+00  0.19193E+00  0.10530E+00
  134.00  0.10641E+00 -0.13743E+00 -0.23820E-10  0.46300E-10  0.55567E+00  0.55310E-10 -0.37173E-09  0.16437E+00  0.17812E+00  0.86270E-01
  135.00  0.10381E+00 -0.12262E+00 -0.21668E-10  0.54175E-10  0.54724E+00  0.51335E-10 -0.38266E-09  0.14295E+00  0.16374E+00  0.66988E-01
  136.00  0.10130E+00 -0.10803E+00 -0.19647E-10  0.61279E-10  0.53911E+00  0.47372E-10 -0.39255E-09  0.12069E+00  0.14887E+00  0.47483E-01
  137.00  0.98902E-01 -0.93727E-01 -0.17769E-10  0.67549E-10  0.53135E+00  0.43448E-10 -0.40129E-09  0.97588E-01  0.13361E+00  0.27795E-01
  138.00  0.96612E-01 -0.79772E-01 -0.16041E-10  0.72930E-10  0.52405E+00  0.39591E-10 -0.40878E-09  0.73639E-01  0.11806E+00  0.79664E-02
  139.00  0.94435E-01 -0.66237E-01 -0.14467E-10  0.77371E-10  0.51726E+00  0.35828E-10 -0.41490E-09  0.48861E-01  0.10235E+00 -0.11950E-01
  140.00  0.92376E-01 -0.53191E-01 -0.13053E-10  0.80833E-10  0.51108E+00  0.32184E-10 -0.41957E-09  0.23285E-01  0.86578E-01 -0.31896E-01
  141.00  0.90436E-01 -0.40704E-01 -0.11798E-10  0.83288E-10  0.50556E+00  0.28684E-10 -0.42270E-09 -0.30477E-02  0.70889E-01 -0.51806E-01
  142.00  0.88618E-01 -0.28842E-01 -0.10701E-10  0.84716E-10  0.50079E+00  0.25348E-10 -0.42421E-09 -0.30079E-01  0.55413E-01 -0.71608E-01
